year,month,borough,major_category,minor_category,total_crimes
2015,12,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,73
2015,2,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,62
2015,9,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,54
2015,3,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,74
2015,1,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,73
2015,12,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,115
2015,12,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,74
2015,12,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,55
2015,4,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,53
2015,2,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,49
2015,12,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,30
2015,10,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,81
2015,2,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,30
2015,9,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,50
2015,9,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,68
2016,6,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,69
2016,5,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,92
2016,10,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,73
2016,3,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,74
2016,1,Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,65
2016,8,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,59
2016,7,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,49
2016,5,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,75
2016,8,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,79
2016,6,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,86
2016,7,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,79
2016,11,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,92
2016,6,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,44
2016,11,Camden,Theft and Handling,Theft/Taking Of Motor Vehicle,66
2016,8,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,72
2016,11,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,52
2016,7,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,72
2016,3,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,58
2016,10,Ealing,Theft and Handling,Theft/Taking Of Motor Vehicle,68
2016,4,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,22
2016,10,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,129
2016,5,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,38
2016,9,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,28
2016,3,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,58
2016,3,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,40
2016,1,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,22
2016,10,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,75
2016,1,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,84
2016,3,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,71
2016,10,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,29
2016,2,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,21
2016,5,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,60
2016,7,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,59
2016,12,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,83
2016,3,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,49
2016,5,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,110
2016,6,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,115
2016,7,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,127
2016,8,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,46
2016,4,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,72
2016,9,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,94
2016,8,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,105
2016,11,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,121
2016,11,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,66
2016,6,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,73
2016,2,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,80
2016,12,Haringey,Theft and Handling,Theft/Taking Of Motor Vehicle,103
2016,2,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,72
2016,9,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,60
2016,4,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,93
2016,9,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,73
2016,3,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,57
2016,2,Lewisham,Theft and Handling,Theft/Taking Of Motor Vehicle,53
2016,4,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,71
2016,10,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,74
2016,12,Greenwich,Theft and Handling,Theft/Taking Of Motor Vehicle,67
2016,10,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,56
2016,8,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,53
2016,11,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,46
2016,7,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,57
2016,12,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,88
2016,3,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,83
2016,10,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,108
2016,1,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,60
2016,6,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,77
2016,5,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,55
2016,12,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,66
2016,7,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,111
2016,10,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,140
2016,5,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,79
2016,1,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,86
2016,12,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,50
2016,10,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,79
2016,10,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,49
2016,3,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,65
2016,1,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,49
2016,3,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,88
2016,1,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,86
2016,6,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,99
2016,3,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,70
2016,1,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,74
2016,10,Kensington and Chelsea,Theft and Handling,Theft/Taking Of Motor Vehicle,92
2016,11,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,95
2016,10,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,112
2016,3,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,81
2016,3,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,35
2016,12,Hammersmith and Fulham,Theft and Handling,Theft/Taking Of Motor Vehicle,58
2016,1,Hounslow,Theft and Handling,Theft/Taking Of Motor Vehicle,51
2016,1,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,84
2016,1,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,27
2016,8,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,82
2016,3,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,24
2011,12,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,54
2011,2,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,87
2011,4,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,97
2011,12,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,45
2011,9,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,73
2011,12,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,61
2011,9,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,107
2011,4,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,106
2011,10,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,41
2011,4,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,57
2011,4,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,89
2011,2,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,45
2011,3,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,54
2011,2,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,58
2011,2,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,110
2011,4,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,71
2011,1,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,67
2011,9,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,58
2011,10,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,113
2011,3,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,116
2011,11,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,92
2011,6,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,82
2011,9,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,90
2011,2,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,37
2011,12,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,90
2011,1,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,123
2011,8,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,127
2011,5,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,108
2011,7,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,89
2011,9,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,65
2011,9,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,70
2011,6,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,92
2011,11,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,70
2011,10,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,56
2011,1,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,56
2011,4,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,105
2011,2,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,65
2011,9,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,132
2011,3,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,91
2011,5,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,98
2011,7,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,71
2011,1,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,95
2011,10,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,85
2011,5,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,69
2011,12,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,81
2011,3,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,74
2011,6,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,77
2011,4,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,64
2011,8,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,73
2011,7,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,74
2011,11,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,120
2011,7,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,86
2011,2,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,77
2011,9,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,108
2011,4,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,76
2011,5,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,109
2011,6,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,85
2011,8,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,98
2011,11,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,94
2011,6,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,117
2011,7,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,103
2011,8,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,126
2011,8,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,108
2011,12,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,41
2011,2,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,103
2011,12,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,64
2011,4,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,62
2011,9,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,74
2011,9,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,61
2011,11,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,74
2011,8,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,67
2011,5,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,85
2011,4,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,106
2011,2,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,76
2011,5,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,81
2011,8,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,75
2011,4,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,31
2011,9,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,53
2011,11,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,68
2011,2,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,62
2011,4,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,63
2011,9,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,33
2011,2,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,39
2011,11,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,77
2011,5,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,91
2011,4,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,55
2011,2,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,30
2011,6,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,74
2011,4,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,46
2011,6,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,53
2011,7,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,47
2011,9,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,50
2011,7,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,92
2012,11,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,86
2012,8,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,79
2012,5,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,79
2012,1,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,79
2012,3,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,70
2012,11,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,59
2012,7,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,62
2012,5,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,58
2012,6,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,60
2012,10,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,52
2012,8,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,70
2012,11,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,52
2012,8,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,60
2012,7,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,69
2012,6,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,79
2012,5,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,62
2012,7,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,67
2012,6,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,68
2012,3,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,123
2012,1,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,94
2012,2,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,44
2012,9,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,49
2012,3,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,45
2012,1,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,49
2012,10,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,41
2012,10,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,84
2012,1,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,70
2012,10,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,63
2012,3,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,81
2012,3,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,80
2012,10,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,86
2012,4,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,43
2012,1,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,79
2012,8,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,71
2012,5,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,81
2012,6,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,63
2012,4,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,110
2012,9,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,93
2012,2,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,90
2012,12,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,74
2012,3,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,64
2012,10,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,52
2012,7,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,89
2012,11,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,96
2012,5,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,63
2012,7,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,86
2012,8,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,82
2012,11,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,94
2012,12,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,56
2012,3,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,100
2012,10,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,82
2012,9,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,60
2012,2,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,80
2012,2,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,57
2012,1,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,136
2012,4,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,75
2012,6,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,75
2012,1,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,50
2012,12,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,57
2012,8,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,64
2012,6,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,58
2012,3,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,78
2012,10,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,67
2012,7,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,49
2012,11,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,45
2012,1,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,86
2012,12,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,84
2012,4,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,51
2012,5,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,47
2012,3,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,114
2012,1,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,92
2012,5,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,94
2012,8,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,144
2012,7,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,106
2012,1,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,60
2012,3,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,76
2012,1,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,49
2012,3,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,65
2012,1,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,44
2012,3,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,66
2012,1,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,32
2012,10,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,28
2012,10,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,70
2012,11,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,50
2012,10,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,40
2012,10,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,59
2012,10,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,47
2012,1,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,63
2012,12,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,56
2012,12,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,46
2012,12,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,40
2012,3,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,39
2012,6,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,89
2012,3,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,34
2013,10,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,56
2013,3,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,50
2013,10,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,64
2013,1,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,54
2013,1,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,44
2013,3,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,51
2013,1,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,64
2013,12,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,50
2013,10,Camden,Criminal Damage,Criminal Damage To Motor Vehicle,45
2013,12,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,95
2013,5,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,38
2013,6,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,45
2013,8,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,50
2013,12,Sutton,Criminal Damage,Criminal Damage To Motor Vehicle,37
2013,7,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,41
2013,12,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,40
2013,3,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,70
2013,8,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,100
2013,11,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,97
2013,6,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,116
2013,9,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,63
2013,4,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,58
2013,3,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,76
2013,10,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,119
2013,10,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,78
2013,7,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,100
2013,5,Croydon,Criminal Damage,Criminal Damage To Motor Vehicle,111
2013,1,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,56
2013,2,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,58
2013,6,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,49
2013,5,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,66
2013,8,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,73
2013,11,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,69
2013,6,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,85
2013,4,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,39
2013,7,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,48
2013,12,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,65
2013,5,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,73
2013,2,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,89
2013,9,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,74
2013,12,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,40
2013,9,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,49
2013,7,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,74
2013,4,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,68
2013,10,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,53
2013,4,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,44
2013,4,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,75
2013,2,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,69
2013,9,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,75
2013,1,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,48
2013,3,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,45
2013,9,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,45
2013,2,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,68
2013,8,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,46
2013,12,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,68
2013,10,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,62
2013,1,Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,68
2013,12,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,54
2013,12,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,25
2013,1,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,56
2013,12,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,42
2013,9,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,61
2013,2,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,64
2013,4,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,63
2013,12,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,40
2013,4,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,47
2013,2,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,21
2013,12,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,35
2013,9,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,34
2013,2,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,40
